YearsCode,YearsCodeProfessional,Background,SalaryUSD,Education,Age,Country,Blockchain,HTML_CSS,LISP,Java,JavaScript,OCaml,Cplusplus,Scala,PHP,Python,C,Fortran,SQL,R,C_sharp,MATLAB,Julia,Clojure,Ruby,Rust,Haskell
10,2,I am a developer by profession,85315.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Germany,Indifferent,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
11,5,I am a developer by profession,54388.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Favorable,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no
9,8,I am a developer by profession,95979.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
12,7,I am a developer by profession,70276.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Canada,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
7,6,I am a developer by profession,150000.0,"Associate degree (A.A., A.S., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
7,4,I am a developer by profession,183000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
2,0,"I am not primarily a developer, but I write code sometimes as part of my work",38948.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
11,3,I am a developer by profession,92000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
16,1,I am a developer by profession,51189.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Very unfavorable,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
5,0,I am a developer by profession,10318.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,India,Unsure,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
15,10,I am a developer by profession,84249.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
48,43,I am a developer by profession,160000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",65 years or older,United States of America,Indifferent,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,5,I am a developer by profession,74651.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Serbia,Very unfavorable,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
35,33,"I am not primarily a developer, but I write code sometimes as part of my work",150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
14,12,I am a developer by profession,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Unsure,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
17,11,I am a developer by profession,314098.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
10,8,I am a developer by profession,54135.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Brazil,Indifferent,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
15,3,I am a developer by profession,78084.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,Canada,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no
6,4,I am a developer by profession,220000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
20,10,I am a developer by profession,206000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
5,0,"I am not primarily a developer, but I write code sometimes as part of my work",5159.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,India,Favorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
5,2,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
17,9,I am a developer by profession,70767.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,New Zealand,Very unfavorable,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
10,8,I am a developer by profession,33757.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Brazil,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
7,3,I am a developer by profession,156000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Unfavorable,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
16,13,I am a developer by profession,200000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Favorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
14,7,I am a developer by profession,96742.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
22,,I am a developer by profession,750000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Indifferent,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
26,22,I am a developer by profession,38925.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Italy,Favorable,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
12,9,I am a developer by profession,50123.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Spain,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no
10,5,I am a developer by profession,183000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
25,17,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Portugal,Very unfavorable,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
23,15,I am a developer by profession,85315.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,Austria,Unfavorable,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
13,9,I am a developer by profession,165000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
10,4,I am a developer by profession,37325.0,Some college/university study without earning a degree,25-34 years old,Greece,Unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
14,12,I am a developer by profession,113000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,4,I am a developer by profession,97999.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6,1,"I am not primarily a developer, but I write code sometimes as part of my work",6399.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Italy,Very favorable,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5,2,I am a developer by profession,41482.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Norway,Unfavorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
40,33,I am a developer by profession,152000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,United States of America,Unsure,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
14,6,"I am not primarily a developer, but I write code sometimes as part of my work",38392.0,"Associate degree (A.A., A.S., etc.)",25-34 years old,Spain,Indifferent,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
8,4,I am a developer by profession,90539.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Canada,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
25,15,I am a developer by profession,180000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very unfavorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
27,24,I am a developer by profession,61472.0,Some college/university study without earning a degree,45-54 years old,Thailand,Very unfavorable,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
8,5,I am a developer by profession,94482.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Canada,Unfavorable,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
45,40,I am a developer by profession,205000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,United States of America,Unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
33,23,I am a developer by profession,124447.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Norway,Unsure,no,no,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no
11,8,I am a developer by profession,105000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
10,8,I am a developer by profession,50256.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no
17,7,I am a developer by profession,77850.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Very unfavorable,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no
9,4,I am a developer by profession,300000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
9,7,I am a developer by profession,1539.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Dominican Republic,Very favorable,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
14,7,I am a developer by profession,76012.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
25,17,I am a developer by profession,84932.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Unsure,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
15,10,I am a developer by profession,145000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
24,20,I am a developer by profession,101509.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Canada,Indifferent,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,77848.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Australia,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
9,6,I am a developer by profession,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unsure,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
9,5,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
17,13,I am a developer by profession,46923.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Spain,Favorable,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
24,22,I am a developer by profession,125000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Favorable,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
28,24,I am a developer by profession,85315.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Germany,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
20,10,I am a developer by profession,201000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
4,0,I am a developer by profession,65000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Unfavorable,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
17,8,I am a developer by profession,230000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
24,18,I am a developer by profession,175000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Very favorable,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no
13,1,I am a developer by profession,42657.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,France,Unfavorable,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no
12,8,I am a developer by profession,230000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
11,7,I am a developer by profession,117308.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Very unfavorable,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
11,7,I am a developer by profession,115000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Philippines,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
14,14,I am a developer by profession,47990.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Spain,Indifferent,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no
13,9,I am a developer by profession,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,162000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
27,25,I am a developer by profession,60000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Indifferent,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
33,22,I am a developer by profession,95979.0,"Professional degree (JD, MD, etc.)",35-44 years old,Germany,Favorable,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no
13,3,I am a developer by profession,62467.0,Some college/university study without earning a degree,25-34 years old,Canada,Indifferent,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
7,3,I am a developer by profession,65334.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Norway,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
15,12,I am a developer by profession,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Uruguay,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
2,1,I am a developer by profession,45000.0,Some college/university study without earning a degree,18-24 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
11,7,I am a developer by profession,79983.0,Some college/university study without earning a degree,25-34 years old,Italy,Indifferent,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
9,3,I am a developer by profession,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
17,7,I am a developer by profession,42657.0,Some college/university study without earning a degree,25-34 years old,Germany,Favorable,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no
6,5,I am a developer by profession,16766.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Indifferent,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
12,6,I am a developer by profession,85000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no
27,21,"I am not primarily a developer, but I write code sometimes as part of my work",163331.0,Some college/university study without earning a degree,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
8,3,I am a developer by profession,31410.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Unsure,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
15,11,I am a developer by profession,103024.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,10,"I am not primarily a developer, but I write code sometimes as part of my work",100511.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
12,10,I am a developer by profession,156000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
25,22,"I am not primarily a developer, but I write code sometimes as part of my work",74651.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Austria,Indifferent,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
